id,d_pop,d
Bootstrap054,d_mbuti,1.1407302672852794e-5
Bootstrap055,d_han,8.28234090966553e-4
Bootstrap055,d_french,0.0010614438103481681
Bootstrap055,d_mbuti,-1.426977115994461e-4
Bootstrap056,d_han,0.001224447219961718
Bootstrap056,d_french,0.0016534033404107759
Bootstrap056,d_mbuti,4.349587332053326e-4
Bootstrap057,d_han,0.001298865499703814
Bootstrap057,d_french,0.0015266655400358673
Bootstrap057,d_mbuti,1.1687023593286173e-4
Bootstrap058,d_han,0.0012090340840196518
Bootstrap058,d_french,0.0017353496131257142
Bootstrap058,d_mbuti,2.203029275258536e-4
Bootstrap059,d_han,0.0011034359796409951
Bootstrap059,d_french,0.001149413337316068
Bootstrap059,d_mbuti,6.291519506673123e-4
Bootstrap060,d_han,0.0010523140457035008
Bootstrap060,d_french,0.0012324626542031462
Bootstrap060,d_mbuti,3.6593651772770633e-4
Bootstrap061,d_han,0.0013532978885481127
Bootstrap061,d_french,0.001463055455435934
Bootstrap061,d_mbuti,4.5156957805159663e-4
Bootstrap062,d_han,0.001626611410900247
Bootstrap062,d_french,0.001319329036370556
Bootstrap062,d_mbuti,2.7095385760969294e-4
Bootstrap063,d_han,0.0014767693144429697
Bootstrap063,d_french,0.0014247489147801756
Bootstrap063,d_mbuti,4.6387624608465835e-4
Bootstrap064,d_han,0.001045065999088466
Bootstrap064,d_french,0.0010161218057171911
Bootstrap064,d_mbuti,2.671979651116906e-4
Bootstrap065,d_han,0.001320918920840384
Bootstrap065,d_french,0.0013325666764828028
Bootstrap065,d_mbuti,2.2205417018355528e-4
Bootstrap066,d_han,0.002165179485670499
Bootstrap066,d_french,0.001173840141582116
Bootstrap066,d_mbuti,-2.884483695806114e-4
Bootstrap067,d_han,0.0012430839110378568
Bootstrap067,d_french,0.00120423163028927
Bootstrap067,d_mbuti,-6.830721223636417e-4
Bootstrap068,d_han,0.0022812978101241117
Bootstrap068,d_french,0.0019782967507031234
Bootstrap068,d_mbuti,-1.4268369647708359e-5
Bootstrap069,d_han,0.0011697523495504327
Bootstrap069,d_french,0.0010893260809531505
Bootstrap069,d_mbuti,-1.2004142148118863e-4
Bootstrap070,d_han,0.001605261208653822
Bootstrap070,d_french,0.0015374213385619426
Bootstrap070,d_mbuti,4.892606302634241e-4
Bootstrap071,d_han,0.001076370963876867
Bootstrap071,d_french,0.0014800562705622339
Bootstrap071,d_mbuti,-1.0597061643589377e-4
Bootstrap072,d_han,0.0017180445486687308
Bootstrap072,d_french,0.0024854941618773327
Bootstrap072,d_mbuti,4.415289649068349e-4
Bootstrap073,d_han,0.0014467659677131644
Bootstrap073,d_french,0.001747792890415166
Bootstrap073,d_mbuti,6.664177039856543e-4
Bootstrap074,d_han,0.0014009920701333416
Bootstrap074,d_french,0.0021275690444227426
Bootstrap074,d_mbuti,6.76419380294658e-4
Bootstrap075,d_han,0.0015424543238546692
Bootstrap075,d_french,0.0022625506732651224
Bootstrap075,d_mbuti,6.30119679237712e-4
Bootstrap076,d_han,0.0012464108476531706
Bootstrap076,d_french,0.0013047439443074956
Bootstrap076,d_mbuti,-1.9542775656392002e-4
Bootstrap077,d_han,0.0013697293713803612
Bootstrap077,d_french,0.0013768275449780182
Bootstrap077,d_mbuti,7.066973429858279e-4
Bootstrap078,d_han,0.0010901492079410879
Bootstrap078,d_french,0.0015043653827945345
Bootstrap078,d_mbuti,2.8974071949989405e-4
Bootstrap079,d_han,0.001613749907049834
Bootstrap079,d_french,0.0015195658800170265
Bootstrap079,d_mbuti,1.0792446753531478e-4
Bootstrap080,d_han,0.0016436239173519634
Bootstrap080,d_french,0.0013019371478533146
Bootstrap080,d_mbuti,2.385808101033409e-4
Bootstrap081,d_han,9.379710887863041e-4
Bootstrap081,d_french,0.0013202947149921485
Bootstrap081,d_mbuti,-1.9516040444874528e-5
Bootstrap082,d_han,8.084101485510414e-4
Bootstrap082,d_french,0.0011545609071248095
Bootstrap082,d_mbuti,-2.1118192133312803e-5
Bootstrap083,d_han,0.0016616142741632577
Bootstrap083,d_french,0.001663679688318569
Bootstrap083,d_mbuti,6.984893125064601e-4
Bootstrap084,d_han,0.0015322213827843338
Bootstrap084,d_french,0.0017465277964385704
Bootstrap084,d_mbuti,1.3005311218352517e-4
Bootstrap085,d_han,0.0014874192810705113
Bootstrap085,d_french,0.0018590066292266316
Bootstrap085,d_mbuti,8.52461065684195e-4
Bootstrap086,d_han,9.39916705931023e-4
Bootstrap086,d_french,0.0011550107241338303
Bootstrap086,d_mbuti,-3.708967019851518e-4
Bootstrap087,d_han,0.0017360276309939394
Bootstrap087,d_french,0.0015946830758048903
Bootstrap087,d_mbuti,0.0011305160588546191
Bootstrap088,d_han,0.0017871326783738064
Bootstrap088,d_french,0.0014317941122704893
Bootstrap088,d_mbuti,6.049550807002254e-4
Bootstrap089,d_han,0.0016768072319145431
Bootstrap089,d_french,0.0016843000536870723
Bootstrap089,d_mbuti,6.552742094084915e-4
Bootstrap090,d_han,0.0015538355896329763
Bootstrap090,d_french,0.0017178618631795255
Bootstrap090,d_mbuti,1.5927104163815945e-4
Bootstrap091,d_han,0.0015335704579203127
Bootstrap091,d_french,0.001250459528652319
Bootstrap091,d_mbuti,1.18945972466924e-4
Bootstrap092,d_han,0.0013785543383592032
Bootstrap092,d_french,0.0018690424076272727
Bootstrap092,d_mbuti,6.408961350618406e-5
Bootstrap093,d_han,0.0017955332402220968
Bootstrap093,d_french,0.0015513020648069422
Bootstrap093,d_mbuti,4.2896952893105707e-4
Bootstrap094,d_han,0.001535232159769384
Bootstrap094,d_french,0.0012193311659802113
Bootstrap094,d_mbuti,-1.787871860016839e-5
Bootstrap095,d_han,0.001582248288072277
Bootstrap095,d_french,0.0014596778657874935
Bootstrap095,d_mbuti,9.634996989480699e-5
Bootstrap096,d_han,0.0012323147958626633
Bootstrap096,d_french,0.0014480161786452454
Bootstrap096,d_mbuti,9.347861666888969e-5
Bootstrap097,d_han,0.0010560847093136687
Bootstrap097,d_french,9.93258702282489e-4
Bootstrap097,d_mbuti,-4.8197224441465284e-5
Bootstrap098,d_han,0.001244301045233656
Bootstrap098,d_french,9.667264893575375e-4
Bootstrap098,d_mbuti,1.3769131939068394e-4
Bootstrap099,d_han,0.0012049496331068496
Bootstrap099,d_french,0.0017111688030090806
Bootstrap099,d_mbuti,4.894669954383881e-4
Bootstrap100,d_han,8.415345813744776e-4
Bootstrap100,d_french,6.63114815309221e-4
Bootstrap100,d_mbuti,7.830448508466658e-5
